grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,categoria_revista,SJR_Q,ano,vol,fasc,pags,DOI,autores,id
URBANITAS,Artículos publicados,Publicado en revista especializada,Pertinencia del marketing digital en las empresas de Aburrá Sur,Colombia,Revista Escuela De Administración De Negocios ,0120-8160,B,Sin categoria,2020,88,N/A ,1 - 28,10.21158/01208160.n88.2020.2696,CARLOS ANDRES TREJOS GIL,222
URBANITAS,Artículos publicados,Publicado en revista especializada,Experiencias sobre preservación digital para bibliotecas y archivos: dos casos de estudio en Colombia,Colombia,Revista Interamericana De Bibliotecología ,0120-0976,B,-,2018,41,N/A ,267 - 276,N/A,"ALVARO OSORIO TUBERQUIA, CARLOS SUAREZ QUICENO",226
URBANITAS,Artículos publicados,Publicado en revista especializada,Perfil del guerrillero que regresaría de la ilegalidad en la selva a la legalidad,Colombia,Revista Lasallista de Investigacion ,1794-4449,C,Q4,2018,15, ,113 - 120,10.22507/rli.v15n1a13,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, DELIO DAVID ARANGO NAVARRO",231
URBANITAS,Artículos publicados,Publicado en revista especializada,"Formación de capacidades para fomentar el diálogo entre culturas, a través de las TIC",Colombia,Revista Lasallista de Investigacion ,1794-4449,A2,Q3,2016,13,1 ,116 - 125,10.22507/rli.v13n1a10,GABRIEL JAIME LOTERO ECHEVERRI,235
URBANITAS,Artículos publicados,Publicado en revista especializada,Campañas educativas y de prevención. Una revisión sobre el consumo de sustancias psicoactivas en jóvenes universitarios de Colombia,Argentina,Interdisciplinaria ,1668-7027,B,Sin categoria,2021,38,N/A ,199 - 208,10.16888/interd.2021.38.2.13,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA",215
URBANITAS,Artículos publicados,Publicado en revista especializada,The management style in funtion to empowerment fo the organization workers | Estilos gerenciales en función del empoderamiento de los colaboradores de la organización,Venezuela,Espacios ,0798-1015,Sin categoria,Sin categoria,2021,42,N/A ,1 - 11,10.48082/espacios-a21v42n02p03,"CARLOS ANDRES TREJOS GIL, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",216
URBANITAS,Artículos publicados,Publicado en revista especializada,Hierarchy of values of students from Higher Education Institutions | Jerarquía de valores de los estudiantes de Instituciones de Educación Superior,Venezuela,Revista Venezolana de Gerencia ,1315-9984,Sin categoria,Q3,2020,25,N/A ,195 - 205,10.37960/rvg.v25i4,"VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ, CARLOS ANDRES TREJOS GIL",217
URBANITAS,Artículos publicados,Publicado en revista especializada,Valor compartido y planeación estratégica: factores de transformación empresarial en el sector minero,Venezuela,Espacios ,0798-1015,Sin categoria,Sin categoria,2020,41,43 ,1 - 9,,JUAN DIEGO LOPEZ MEDINA,218
URBANITAS,Artículos publicados,Publicado en revista especializada,Measurement indicator to psychology online in Latin American in pandemic times - Indicador de Medición en Psicología online en América Latina en tiempos de pandemia,España,Revista Latina de Comunicacion Social ,1138-5820,Sin categoria,Q2,2020,78, ,457 - 476,10.4185/RLCS-2020-1485,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR, OMAR AUGUSTO AMADOR SANCHEZ",219
URBANITAS,Artículos publicados,Publicado en revista especializada,Ontological implications in the learning of social distancing of COVID-19 pandemic - Implicaciones ontológicas en el aprendizaje a partir del distanciamiento social impuesto por la pandemia COVID-19.,Venezuela,Utopia y Praxis Latinoamericana ,2477-9555,Sin categoria,Sin categoria,2020,25,8 ,231 - 247,10.5281/zenodo.4087453,"CARLOS ANDRES TREJOS GIL, HUBER YECID CASTRO ESCOBAR",220
URBANITAS,Artículos publicados,Publicado en revista especializada,Mobile applications for management of academic processes in higher education (AMAES),Venezuela,Espacios ,0798-1015,Sin categoria,Sin categoria,2020,41, ,250 - 270,,"CARLOS ANDRES TREJOS GIL, DANIEL ALFREDO LANDINEZ MARTINEZ, SHIRLENE PATRICIA VEGA ROYERO, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, LUZ MERY ORTIZ SANCHEZ",221
URBANITAS,Artículos publicados,Publicado en revista especializada,The values of the students of the Business Administration of the University Catholica Luis Amigó - Medellin - Colombia - Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó - Medellín - Colombia,Venezuela,Espacios ,0798-1015,Sin categoria,Sin categoria,2020,41,N/A ,12 - 18,,"CARLOS ANDRES TREJOS GIL, CARMEN YSABEL MARTINEZ DE MERINO, VICTOR HUGO MERINO CORDOBA, LUZ MERY ORTIZ SANCHEZ, JOSE ANTONIO LOPEZ GIRALDO, JAIME ALBERTO BELTRAN RIOS",223
URBANITAS,Artículos publicados,Publicado en revista especializada,Cognitive Training for the Treatment of Addictions Mediated by Information and Communication Technologies (ICT),Suiza,Future Internet ,1999-5903,Sin categoria,Q2,2020,12,2 ,1 - 19,10.3390/fi12020038,"SANDRA MILENA RESTREPO ESCOBAR, EDWIN ANDRES SEPULVEDA CARDONA",224
URBANITAS,Artículos publicados,Publicado en revista especializada,A Theological Approach to the Social Problems Associated with the Use of Information and Communications Technologies (ICT),Reino Unido,Global Media Journal ,1550-7521,Sin categoria,Q4,2018,16,31 ,1 - 9,10.13140/RG.2.2.32864.33287,JHOEEN SNEYDER ROJAS DIAZ,225
URBANITAS,Artículos publicados,Publicado en revista especializada,The e-Health internets,Colombia,Drugs And Addictive Behavior ,2463-1779,Sin categoria,Sin categoria,2018,3,2 ,161 - 165,https://doi.org/10.21501/issn.2463-1779,EDWIN ANDRES SEPULVEDA CARDONA,227
URBANITAS,Artículos publicados,Publicado en revista especializada,Las internets de e-Salud,Colombia,Drugs And Addictive Behavior ,2463-1779,Sin categoria,Sin categoria,2018,3,2 ,156 - 160,https://doi.org/10.21501/issn.2463-1779,EDWIN ANDRES SEPULVEDA CARDONA,228
URBANITAS,Artículos publicados,Publicado en revista especializada,e-Salud y el estado de las Apps para adicciones: un análisis articulado de los cibermedios para ecosistemas digitales pensados a la Atención Primaria en Salud,España,Salud y Drogas ,1578-5319,C,Q3,2018,18,N/A ,185 - 194,http://dx.doi.org/10.21134/haaj.v18i2.366,EDWIN ANDRES SEPULVEDA CARDONA,229
URBANITAS,Artículos publicados,Publicado en revista especializada,Desigualdad rural y conflicto interno armado en Colombia: un círculo vicioso,Chile,Izquierdas ,0718-5049,A2,Q1,2018,39,N/A ,209 - 228,N/A,"RAFAEL VARGAS CANO, JORGE IVAN GAVIRIA MESA, MONICA LUCIA GRANDA VIVEROS, JUAN DIEGO LOPEZ MEDINA",232
URBANITAS,Artículos publicados,Publicado en revista especializada,Media Competencies for the Citizenship Training of Teachers from Andean America: Colombia and Ecuador,Brasil,Paideia ,1982-4327,B,Q3,2017,27,66 ,80 - 89,http://dx.doi.org/10.1590/1982-43272766201710,LIGIA INES ZULUAGA ARIAS,234
URBANITAS,Artículos publicados,Publicado en revista especializada,Semiótica de la Marca como herramienta para innovar en PYMES de Colombia,España,Revista Internacional De Humanidades ,2253-6825,Sin categoria,Sin categoria,2016,5,1 ,118 - 130,,GABRIEL JAIME LOTERO ECHEVERRI,236
URBANITAS,Artículos publicados,Publicado en revista especializada,Educación para la ciudadanía en la era de las wikis.,Colombia,Revista Poliantea ,2145-3101,Sin categoria,Sin categoria,2014,10,19 ,199 - 212,10.15765/plnt.v10i19.579,GABRIEL JAIME LOTERO ECHEVERRI,237
URBANITAS,Artículos publicados,Publicado en revista especializada,Educar mientras se informa: una propuesta de resignificación de la prensa tradicional,Colombia,Signo y Pensamiento ,0120-4823,Sin categoria,Sin categoria,2014,23,64 ,30 - 44,http://revistas.javeriana.edu.co/index.php/signoypensamiento/article/view/8503/6842,"NELIDA MARIA MONTOYA RAMIREZ, LIGIA INES ZULUAGA ARIAS",239
URBANITAS,Artículos publicados,Publicado en revista especializada,CONVERSACIONES AL SON DE LA RADIO,Colombia,Folios ,0123-4870,Sin categoria,Sin categoria,2013,29,N/A ,95 - 111,,NUBIA AMPARO MESA GRANDA,240
URBANITAS,Artículos publicados,Publicado en revista especializada,Aprehenciones abiertas sobre el retorno de la educación a su elemento humanista,Colombia,Nodos Y Nudos ,0122-4328,Sin categoria,Sin categoria,2013,4,35 ,108 - 112,,PABLOANDRES HUERTAS OBREGOSO,241
URBANITAS,Artículos publicados,Publicado en revista especializada,Hay que competir para poder competir,España,Revista Internacional de Deportes Colectivos ,1989-841X,Sin categoria,Sin categoria,2013,6,N/A ,4 - 19,,JUAN DIEGO LOPEZ MEDINA,242
URBANITAS,Artículos publicados,Publicado en revista especializada,EXPERIENCIASDE APRENDIZAJE SIGNIFICATIVAS CON JÓVENES. EL SENTIDO DE USAR LOS MEDIOS DE LA COMUNICACIÓN Y LAS NUEVAS TECNOLOGÍAS EN CONTEXTOS LOCALES,Colombia,Folios ,0123-1022,Sin categoria,Sin categoria,2013,29,N/A ,157 - 175,,CESAR AUGUSTO TAPIAS HERNANDEZ,243
URBANITAS,Artículos publicados,Publicado en revista especializada,"Entre ruinas, lugares y objetos residuales de la memoria. La memoria en la ciudad de Medellín",Chile,Bifurcaciones: Revista De Estudios Culturales Urbanos ,0718-1132,Sin categoria,Sin categoria,2012,11, , - ,,PAOLO ANTONIO VILLALBA STORTI,244
URBANITAS,Artículos publicados,Publicado en revista especializada,Estudio fotográfico: embellecimiento urbano y usuarios regulares de Ciudad Botero,Colombia,Revista Politecnica ,1900-2351,Sin categoria,Sin categoria,2012,8,N/A ,125 - 139,,"FERNANDO AQUILES DE LA SANTISI ARANGO NAVARRO, KATHYA JEMIO ARNEZ",245
URBANITAS,Artículos publicados,Publicado en revista especializada,Publicidad Social en Colombia,Colombia,Anagramas : Rumbos Y Sentidos De La Comunicación ,1692-2522,Sin categoria,Sin categoria,2011,67, ,1 - 3,,RAFAEL MAURICIO PARIS RESTREPO,246
URBANITAS,Artículos publicados,Publicado en revista especializada,De la Razón Práctica a la Razón Responsable,Colombia,Anagramas : Rumbos Y Sentidos De La Comunicación ,1692-2522,Sin categoria,Sin categoria,2011,68, ,1 - 3,,RAFAEL MAURICIO PARIS RESTREPO,247
URBANITAS,Artículos publicados,Publicado en revista especializada,Antagonistas en el cine de Hitchcock: Objetos Pérfidos y Experiencias Desencadenantes.,Colombia,Kinetoscopio ,0121-3776,Sin categoria,Sin categoria,2011,21,95 ,59 - 60,,RAFAEL MAURICIO PARIS RESTREPO,248
URBANITAS,Artículos publicados,Publicado en revista especializada,MICMACS: El Elogio de la Locura,Colombia,Kinetoscopio ,0121-3776,Sin categoria,Sin categoria,2011,21,93 ,59 - 61,,RAFAEL MAURICIO PARIS RESTREPO,249
URBANITAS,Artículos publicados,Publicado en revista especializada,"El trabajo interdisciplinario: acercamiento y realidades. El caso de Educación, Ingeniería de Sistemas y Comunicación Social",Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,Sin categoria,Sin categoria,2010,20,N/A ,30 - 35,,ANCIZAR VARGAS LEON,250
SISCO,Artículos publicados,Publicado en revista especializada,Análisis cuantitativo del ordenamiento de alúmina anódica nanoporosa obtenida a diferentes potenciales de anodizado,Colombia,Revista De Ingeniería Universidad Distrital Francisco José De Caldas ,2344-8393,B,Sin categoria,2021,26, , - ,10.14483/23448393.16164,"FELIX ECHEVERRIA ECHEVERRIA, SARA MARIA AGUILAR SIERRA",1194
SISCO,Artículos publicados,Publicado en revista especializada,Green inorganic pigment production with spinel structure CoCr2O4 by solution combustion synthesis,Colombia,Tecciencia ,1909-3667,C,Sin categoria,2019,14,26 ,37 - 42,10.18180/tecciencia.2019.26.5,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, JUAN FERNANDO MONTOYA, STIVEN VILLADA GIL, OSCAR JAIME RESTREPO  BAENA",1217
SISCO,Artículos publicados,Publicado en revista especializada,Modelado Matemático de la Triponosomiasis Chagásica,Colombia,Ciencia En Desarrollo ,2462-7658,C,Sin categoria,2019,10,2 ,1 - 10,10.19053/01217488.v10.n2.2019.9524,SHIRLENE PATRICIA VEGA ROYERO,1220
SISCO,Artículos publicados,Publicado en revista especializada,"Síntesis y Caracterización de Pigmentos Inorgánicos Azules CoAl1.95Cr0.05O4 y Zn0,8Co0,2Al2O4 por Combustión en Solución",Colombia,Scientia Et Technica ,0122-1701,B,Sin categoria,2018,23,4 ,462 - 470,10.22517/23447214.18381,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, JUAN FERNANDO MONTOYA, STIVEN VILLADA GIL, OSCAR JAIME RESTREPO  BAENA",1224
SISCO,Artículos publicados,Publicado en revista especializada,SÍNTESIS DE LA ESPINELA ZNCRXFE2-XO4(0 ≤ X ≤ 1) POR COMBUSTIÓN EN SOLUCIÓN Y ESTUDIO TERMODINÁMICO DE LA ESTABILIDAD DE FASES,Colombia,Produccion y Limpia ,1909-0455,C,-,2018,13,2 ,119 - 132,10.22507/pml.v13n2a12,"JUAN FERNANDO MONTOYA, EDGAR ANDRES CHAVARRIAGA MIRANDA, STIVEN VILLADA GIL",1225
SISCO,Artículos publicados,Revisión (Survey),Uso de recursos TIC en la enseñanza de las matemáticas: retos y perspectivas,Colombia,Entramado ,1900-3803,B,Sin categoria,2018,14,N/A ,1 - 33,,ANDRES MAURICIO GRISALES AGUIRRE,1226
SISCO,Artículos publicados,Publicado en revista especializada,Frameworks para el desarrollo de prototipos WEB: Un caso de aplicación,Colombia,Lámpsakos ,2145-4086,C,Sin categoria,2018,20,N/A ,40 - 53,10.21501/21454086.2065,VICTOR DANIEL GIL VERA,1227
SISCO,Artículos publicados,Publicado en revista especializada,Enfoque integral del ingeniero del siglo XXI: Una revisión de la literatura,Colombia,Revista Politecnica ,1900-2351,C,Sin categoria,2018,14,26 ,9 - 18,,"LINA MARIA MONTOYA SUAREZ, JORGE ANDRES COCK RAMIREZ",1243
SISCO,Artículos publicados,Publicado en revista especializada,"Desarrollo de una plataforma tecnológica para la publicación de objetos de aprendizaje personalizados, aplicados al uso correcto de los gimnasios al aire libre, en dispositivos móviles",Colombia,Iatreia ,2011-7965,C,Sin categoria,2018,31,1 ,1 - 1,10.20180201/139650,"INGRID DURLEY TORRES PARDO, SANTIAGO ROMAN FERNANDEZ, JAIME ALBERTO GUZMAN LUNA",1244
SISCO,Artículos publicados,Publicado en revista especializada,Actualidad e importancia de la implementación de Big Data utilizando las herramientas Hadoop y Spark,Colombia,Lámpsakos ,2145-4086,C,Sin categoria,2018,19, ,67 - 72,10.21501/21454086.2403,LINA MARIA MONTOYA SUAREZ,1245
SISCO,Artículos publicados,Publicado en revista especializada,Acerca de las bifurcaciones de un convertidor ZAD-Ćuk,Colombia,Scientia Et Technica ,0122-1701,C,Sin categoria,2017,22, ,403 - 410,10.22517/23447214.10151,"ANDRES MAURICIO GRISALES AGUIRRE, ANDRES FELIPE AMADOR RODRIGUEZ, SIMEON CASANOVA TRUJILLO",1248
SISCO,Artículos publicados,Publicado en revista especializada,Seguridad informática organizacional: un modelo de simulación basado en dinámica de sistemas,Colombia,Scientia Et Technica ,0122-1701,C,Sin categoria,2017,22,2 ,193 - 197,10.22517/23447214.11371,VICTOR DANIEL GIL VERA,1254
SISCO,Artículos publicados,Publicado en revista especializada,Marco de referencia para la planificación de generación distribuida en zonas no interconectadas,Colombia,Revista Iteckne ,1692-1798,B,Sin categoria,2017,14,1 ,70 - 87,10.15332/iteckne.v%vi%i.1250,GABRIEL JAIME CORREA HENAO,1260
SISCO,Artículos publicados,Publicado en revista especializada,Minería de Datos Aplicada a la Detección de la Deserción en Adolescentes Infractores,Colombia,Ingenierías USBMed ,2027-5846,C,Sin categoria,2016,7,2 ,61 - 66,http://dx.doi.org/10.21500/20275846.2420,"VICTOR DANIEL GIL VERA, ANGELICA PATRICIA VELASCO LOPEZ",1265
SISCO,Artículos publicados,Publicado en revista especializada,Development of a general crowdsourcing maturity model,Colombia,Cuadernos De Administración ,0120-4645,A2,Sin categoria,2016,32,55 ,72 - 86,10.25100/cdea.v32i55.4259,"VICTOR DANIEL GIL VERA, CARLOS MARIO DURANGO YEPES",1273
SISCO,Artículos publicados,Publicado en revista especializada,Revisión de las características coloidales del carbón con el fin de optimizar los procesos de separación,Colombia,Revista Activa Tecnológico De Antioquia ,2027-8101,C,Sin categoria,2016,8, ,101 - 117,,LUIS FERNANDO CARDONA PALACIO,1275
SISCO,Artículos publicados,Publicado en revista especializada,Nuevo modelo simple y generalizado para estimar la presión de vapor de hidrocarburos ligeros,Colombia,Ingeniare ,1909-2458,C,Sin categoria,2016,20, ,63 - 74,,LUIS FERNANDO CARDONA PALACIO,1281
SISCO,Artículos publicados,Publicado en revista especializada,Estimación de la entalpía de vaporización de sustancias puras como función de la temperatura y presión,Colombia,Ingenium ,1692-0899,C,Sin categoria,2016,10,N/A ,33 - 40,,LUIS FERNANDO CARDONA PALACIO,1282
SISCO,Artículos publicados,Publicado en revista especializada,"Hasta la vista, baby. ¿ will machine learning terminate human literature reviews in entrepreneurship?",Reino Unido,Journal of Small Business Management ,1540-627X,A1,Sin categoria,2021,N/A, ,1 - 31,10.1080/00472778.2021.1955125,"SEBASTIAN ROBLEDO GIRALDO, ANDRES MAURICIO GRISALES AGUIRRE",1188
SISCO,Artículos publicados,Publicado en revista especializada,NiFe2O4 Powders by Solution-Combustion Synthesis Using 6-Aminohexanoic Acid as a Fuel: Structural and Magnetic Properties,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,B,Sin categoria,2021,30,2 ,111 - 114,10.3103/S1061386221020047,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, TIAGO WERMUTH, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1189
SISCO,Artículos publicados,Publicado en revista especializada,Superparamagnetic MnFe2O4 Ferrite by Gel Combustion Synthesis Using TRIS as a Fuel: Influence of Oxidizer to Fuel Ratio,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,B,Sin categoria,2021,30,2 ,73 - 80,10.3103/S1061386221020059,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, TIAGO WERMUTH, CLAUDIA PATRICIA GARCIA GARCIA, JAVIER ALARCON NAVARRO, CARLOS BERGMANN",1190
SISCO,Artículos publicados,Publicado en revista especializada,Synthesis of high crystallinity biphasic calcium phosphates/gold nanoparticles composites by solution combustion method with antimicrobial response,España,Boletin De La Sociedad Espanola De Ceramica Y Vidrio ,2173-0431,A2,Sin categoria,2021,1, ,1 - 11,10.1016/j.bsecv.2021.03.007,"ALEX ARBEY LOPERA SEPULVEDA, EDGAR ANDRES CHAVARRIAGA MIRANDA, CARLOS GUILLERMO PAUCAR ALVAREZ, CLAUDIA PATRICIA GARCIA GARCIA",1191
SISCO,Artículos publicados,Publicado en revista especializada,Enhancement of magnetic and dielectric properties of KNbO3-CoFe2O4 multiferroic composites via thermal treatment,Reino Unido,Ceramics International ,0272-8842,A1,Sin categoria,2021,47,4 ,4874 - 4883,10.1016/j.ceramint.2020.10.060,"TIAGO WERMUTH, EDGAR ANDRES CHAVARRIAGA MIRANDA, CARLOS BERGMANN",1192
SISCO,Artículos publicados,Publicado en revista especializada,Desarrollo de un software para el entrenamiento neuropsicológicode jóvenes infractores de la ley con trastorno de la personalidadantisocial,Colombia,Ingenierías USBMed ,2027-5846,Sin categoria,Sin categoria,2021,12,1 ,12 - 18,10.21500/20275846.4828,"CATALINA QUINTERO LOPEZ, VICTOR DANIEL GIL VERA, ANDRES FELIPE VELEZ VASQUEZ, LUISA FERNANDA SEPULVEDA GUTIERREZ, ELIZABETH ZAPATA LOPEZ",1193
SISCO,Artículos publicados,Publicado en revista especializada,Mantenimiento y reparación de vías usando un sistema robótico en la nube,Colombia,Revista Politecnica ,1900-2351,Sin categoria,Sin categoria,2020,16,32 ,87 - 95,10.33571/rpolitec.v16n32a8,"SEBASTIAN TORRES YEPES, JAIME ALBERTO GUZMAN LUNA, INGRID DURLEY TORRES PARDO",1195
SISCO,Artículos publicados,Publicado en revista especializada,ZnFe2-xCrxO4 Ferrites (x = 0.0-2.0) by Solution-Combustion Synthesis Using Glycine as a Fuel: Influence of Cr3+ Doping,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,Sin categoria,Q3,2020,29,4 ,243 - 245,10.3103/S1061386220040081,"JUAN FERNANDO MONTOYA, EDGAR ANDRES CHAVARRIAGA MIRANDA, STIVEN VILLADA GIL, OSCAR JAIME RESTREPO  BAENA",1196
SISCO,Artículos publicados,Publicado en revista especializada,Structural Equation Model: an Analysis of Learning Management Systems Acceptance,Canadá,Modern Applied Science ,1913-1844,Sin categoria,Sin categoria,2020,14,11 ,50 - 58,10.5539/mas.v14n11p50,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA",1197
SISCO,Artículos publicados,Publicado en revista especializada,Aplicaciones móviles para gestión de procesos académicos en educación superior (AMAES),Venezuela,Espacios ,0798-1015,Sin categoria,Sin categoria,2020,41,28 ,250 - 270,,"SHIRLENE PATRICIA VEGA ROYERO, CARLOS ANDRES TREJOS GIL, VICTOR HUGO MERINO CORDOBA, CARMEN YSABEL MARTINEZ DE MERINO, DANIEL ALFREDO LANDINEZ MARTINEZ",1198
SISCO,Artículos publicados,Publicado en revista especializada,Clustering Applied to the Education: A K-means and Hierarchical Application,Canadá,Review of European Studies ,1918-7173,Sin categoria,Sin categoria,2020,12,3 ,66 - 74,10.5539/res.v12n3p66,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA",1199
SISCO,Artículos publicados,Publicado en revista especializada,Effect of the substitution of Co2+ by Mg2+ on the color of the CoCr2O4 ceramic pigment synthesized by solution combustion,España,Boletin De La Sociedad Espanola De Ceramica Y Vidrio ,2173-0431,Sin categoria,Sin categoria,2020,59,4 ,176 - 184,10.1016/j.bsecv.2019.11.001,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1200
SISCO,Artículos publicados,Publicado en revista especializada,Relativistic effects on the energetic stability of Pb5 clusters,Estados Unidos,Theoretical Chemistry Accounts ,1432-881X,Sin categoria,Q3,2020,139,7 ,1 - 10,10.1007/00214-020-02622,FRANKLIN FERRARO GOMEZ,1201
SISCO,Artículos publicados,Publicado en revista especializada,Desarrollo de competencias genéricas y específicas en estudiantes de ingeniería en el marco del laboratorio de física,México,Revista Mexicana de Fisica E ,1870-3542,Sin categoria,Q4,2020,17,2 ,104 - 114,10.31349/RevMexFisE.17.104,SHIRLENE PATRICIA VEGA ROYERO,1202
SISCO,Artículos publicados,Publicado en revista especializada,One-Step Solution-Combustion Synthesis of Ni/NiO Nanocomposites Using 6-Aminohexanoic Acid as a Fuel: Effect of Oxidizer-to-Fuel Ratio,Rusia,International Journal of Self-Propagating High-Temperature Synthesis ,1061-3862,Sin categoria,Q3,2020,29, ,128 - 130,10.3103/S1061386220020041,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1203
SISCO,Artículos publicados,Publicado en revista especializada,"Synthesis by solution combustion of inorganic blue pigments MFe2(P2O7)2: Influence of the cation M (Zn2+, Co2+, Cu2+, and Mg2+) on their optical properties",Francia,SOLID STATE SCIENCES ,1873-3085,Sin categoria,Sin categoria,2020,103,N/A ,1 - 10,10.1016/j.solidstatesciences.2020.106180,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, TIAGO WERMUTH, ADRIAN GOMEZ ZAPATA, OSCAR JAIME RESTREPO  BAENA, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1204
SISCO,Artículos publicados,Publicado en revista especializada,Interferometric colours produced by anodised aluminium diffraction grating,Reino Unido,Materials Science and Technology ,0267-0836,Sin categoria,Q2,2020,36,na ,1 - 7,10.1080/02670836.2020.1765477,"SARA MARIA AGUILAR SIERRA, FELIX ECHEVERRIA ECHEVERRIA",1205
SISCO,Artículos publicados,Publicado en revista especializada,"Gel combustion synthesis and magnetic properties of CoFe2O4, ZnFe2O4, and MgFe2O4 using 6-aminohexanoic acid as a new fuel",Países Bajos,Journal of Magnetism and Magnetic Materials ,0304-8853,Sin categoria,Q2,2020,497,N/A ,1 - 11,10.1016/j.jmmm.2019.166054,"EDGAR ANDRES CHAVARRIAGA MIRANDA, ALEX ARBEY LOPERA SEPULVEDA, CARLOS BERGMANN, JAVIER ALARCON NAVARRO",1206
SISCO,Artículos publicados,Publicado en revista especializada,"Degradation of the emerging concern pollutant ampicillin in aqueous media by sonochemical advanced oxidation processes - Parameters effect, removal of antimicrobial activity and pollutant treatment in hydrolyzed urine",Estados Unidos,Journal of Environmental Management ,0301-4797,Sin categoria,Q1,2020,261,N/A ,1 - 7,10.1016/j.jenvman.2020.110224,FRANKLIN FERRARO GOMEZ,1207
SISCO,Artículos publicados,Publicado en revista especializada,Dataset on application of electrochemical and photochemical processes for sulfacetamide antibiotic elimination in water,Países Bajos,Data in Brief ,2352-3409,Sin categoria,Q4,2020,29,N/A ,1 - 10,10.1016/j.dib.2020.105158,"FRANKLIN FERRARO GOMEZ, EFRAIM ADOLFO SERNA GALVIS, RICARDO ANTONIO TORRES PALMA",1208
SISCO,Artículos publicados,Publicado en revista especializada,Riesgo e Ideación Suicida y su Relación con la Impulsividad y la Depresión en Adolescentes Escolares,Argentina,Revista Iberoamericana de Diagnostico y Evaluacion Psicologica ,2183-6051,Sin categoria,Sin categoria,2020,1,N/A ,147 - 163,10.21865/RIDEP54.1.12,"ANDRES MAURICIO GRISALES AGUIRRE, ANYERSON STITHS GOMEZ TABARES, MARIA PAULA AGUDELO OSORIO",1209
SISCO,Artículos publicados,Publicado en revista especializada,Nanomechanical characterization of a metal matrix composite reinforced with carbon nanotubes,Estados Unidos,AIMS Materials Science ,2372-0468,Sin categoria,Q3,2020,7,N/A ,33 - 45,10.3934/matersci.2020.1.33,"MATEO DUARTE GARCIA, ANDRES DAVID BENITEZ VERGEL, KATIUSKA GOMEZ IGLESIAS, BENJAMIN ZULUAGA DIAZ, JUAN MANUEL MEZA MEZA, YAMILE CARDONA MAYA, CESAR AUGUSTO ISAZA MERINO, JUAN SEBASTIAN RUDAS FLOREZ",1210
SISCO,Artículos publicados,Publicado en revista especializada,Predictores psicológicos del riesgo suicida en estudiantes universitarios,España,Behavioral Psychology ,1132-9483,Sin categoria,Q3,2019,27,3 ,391 - 413,,"ANDRES MAURICIO GRISALES AGUIRRE, ANYERSON STITHS GOMEZ TABARES, VICENTE CABALLO MANRIQUE, MARIA PAULA AGUDELO OSORIO",1211
SISCO,Artículos publicados,Publicado en revista especializada,Development of an Emotional Salary Model: a Case of Application,India,Indian Journal of Science and Technology ,0974-5645,Sin categoria,Q4,2019,12,42 ,1 - 18,10.17485/ijst/2019/v12i42/146964,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ, ISABEL CRISTINA PUERTA LOPERA, LUIS FERNANDO QUINTERO ARANGO, JUAN DIEGO BETANCUR ARIAS",1212
