grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,categoria_revista,SJR_Q,ano,vol,fasc,pags,DOI,autores,id
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Aproximación al sentido filosófico de la Teoría del Conocimiento,Colombia,Perseitas ,2346-1780,Sin categoria,Sin categoria,2015,3,1 ,57 - 65,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,709
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Aproximación a algunas dimensiones asociadas a la violencia intrafamiliar: revisión documental,Colombia,Tendencias & Retos ,0122-9729,Sin categoria,Sin categoria,2015,20,2 ,33 - 47,N/A,"EDISON FRANCISCO VIVEROS CHAVARRIA, NAIDALIS YADIRA MARTINEZ FIGUEROA, MARIA ISABEL OCHOA TORO",710
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sobre la transición de la noción de paradigma a la de matriz disciplinaria en Thomas Kuhn,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2015,44,N/A ,163 - 174,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,711
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Psicodinámica de la agresividad infantil,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2014,42, ,131 - 146,,"LAURA VICTORIA LONDONO BERNAL, RICARDO ALBERTO ANDRADE RODRIGUEZ",712
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Parental Expectations and Prosocial Behavior of Adolescents From Low-Income Backgrounds: A Cross-Cultural Comparison Between Three Countries-Argentina, Colombia, and Spain",Colombia,Journal of Cross-Cultural Psychology ,0022-0221,Sin categoria,Sin categoria,2014,45,No Aplica ,1471 - 1488, 10.1177/0022022114542284,"EDISON FRANCISCO VIVEROS CHAVARRIA, SANTIAGO ALBERTO MORALES MESA",713
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"El acto de leer como una escucha intuitiva aplicable en los semilleros de investigación. Una aproximación desde el texto ""Oír-Ver-Leer"" de Hans-Georg Gadamer",Colombia,Perseitas ,2346-1780,Sin categoria,Sin categoria,2014,2,1 ,62 - 71,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,714
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Aproximación a la noción de encuentro en Emmanuel Lévinas,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2014,41,N/A ,61 - 69,N/A,"EDISON FRANCISCO VIVEROS CHAVARRIA, CRUZ ELENA VERGARA MEDINA",715
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Inteligencia Emocional En Un Grupo De Adolescentes Del Grado Once Del Municipio De Envigado (Ant) - Colombia. Una Prueba Piloto.,Colombia,Psicoespacios ,2145-2776,Sin categoria,Sin categoria,2013,7,11 ,203 - 215,http://dx.doi.org/10.25057/21452776.220,FREDY ALEXANDER ROMERO GUZMAN,716
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Entre la progresión y la regresión: la configuración identitaria en los procesos de pérdida,Colombia,Revista Ces Psicología ,2011-3080,Sin categoria,Sin categoria,2013,6,2 ,177 - 194,10.21615/2602,"ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, ALEXANDER ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA",717
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Riesgos psicosociales y actitudes sobre prácticas sexuales bajo el efecto del alcohol o drogas en adolescentes de la ciudad de Medellín,Colombia,Universitas Psychologica ,1657-9267,Sin categoria,Sin categoria,2013,12,3 ,01 - ,10.11144/Javeriana.UPSY12-3.rpap,"ALEXANDER RODRIGUEZ BUSTAMANTE, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA, GUILLERMO ALONSO  CASTANO  PEREZ, MARIA CAROLINA MONTOYA MONTOYA, GUILLERMO ALONSO CASTANO PEREZ, SANDRA QUINTERO",718
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,La cigüeña extraviada: una aproximación al fenómeno del embarazo adolescente,Colombia,Tendencias & Retos ,0122-9729,Sin categoria,Sin categoria,2013,18, ,31 - 40,,ALEJANDRA BERMUDEZ ZULETA,720
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Agresividad infantil y escuela. Comprensiones de la situación elaboradas por los docentes,Colombia,Memorias ,0124-4361,Sin categoria,Sin categoria,2013,11,20 ,87 - 98,N/A,"EDISON FRANCISCO VIVEROS CHAVARRIA, ADRIANA MARIA GALLEGO HENAO, LIBIA ELENA RAMIREZ ROBLEDO",721
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sobre la intervención familiar en escenarios educativos. Aproximación a una revisión documental,Colombia,Katharsis ,0124-7816,Sin categoria,Sin categoria,2013,15,1 ,113 - 132,N/A,"EDISON FRANCISCO VIVEROS CHAVARRIA, ALEXANDER RODRIGUEZ BUSTAMANTE",722
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,La desaparición forzada en el marco del conflicto armado colombiano,Colombia,Revista De Investigaciones ,0121-067X,Sin categoria,Sin categoria,2013,12, ,22 - 33,"NA","ALEXANDER RODRIGUEZ BUSTAMANTE, ALEXANDER  ALVIS RIZZO, CARMEN PATRICIA DUQUE SIERRA",723
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Riesgos y consecuencias de las prácticas sexuales en adolescentes bajo los efectos de alcohol y otras drogas,Cuba,Revista Cubana de Pediatria ,0034-7531,Sin categoria,Sin categoria,2013,85,1 ,1 - 5,"NA","ALEXANDER RODRIGUEZ BUSTAMANTE, GUILLERMO ALONSO  CASTANO  PEREZ, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA, MARIA CAROLINA MONTOYA MONTOYA",724
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Estrategias de intervención a partir del principio de autogobierno escolar: Institución Educativa Bello Oriente, Medellín",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2013,38,38 ,98 - 111,N/A,"EDISON FRANCISCO VIVEROS CHAVARRIA, LIBIA ELENA RAMIREZ ROBLEDO",725
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,La afectividad en expresiones de acogida y hospitalidad en familias vinculadas a una clínica psiquiátrica de Medellín,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categoria,Sin categoria,2013,4,1 ,43 - 60,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,726
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Estrategias de acompañamiento familiar para el restablecimiento de derechos de la niñez en el contexto de hogares sustitutos,Colombia,Katharsis ,0124-7816,Sin categoria,Sin categoria,2012,14,2 ,151 - 176,,LIDA CRISTINA VELEZ BEDOYA,727
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Los conflictos y la dinámica interna familiar,Colombia,Memorias ,0124-4361,Sin categoria,Sin categoria,2012,10,N/A  ,159 - 170,http://dx.doi.org/10.16925/issn.0124-4361,JOSE WILMAR PINO MONTOYA,728
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Consumo de drogas y prácticas sexuales de los adolescentes de la ciudad de Medellin (Colombia),España,Adicciones ,0214-4840,Sin categoria,Sin categoria,2012,24,4 ,347 - 354,"NA","GUILLERMO ALONSO  CASTANO  PEREZ, MARIA CAROLINA MONTOYA MONTOYA, SANTIAGO ALBERTO MORALES MESA, ALEXANDER RODRIGUEZ BUSTAMANTE, OLBER EDUARDO ARANGO TOBON, GUILLERMO ALONSO CASTANO PEREZ",729
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sobre la experiencia religiosa y otras alternativas que interrogan por la vida y la existencia,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2012,37,37 ,236 - 245,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,730
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Aspectos subjetivos implicados en la demanda de consulta médica frecuente,Colombia,Psicología desde el Caribe ,2011-7485,Sin categoria,Sin categoria,2012,29,2 ,511 - 537,,LAURA VICTORIA LONDONO BERNAL,731
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,El sentido de la historia y el hecho histórico en el razonar filosófico,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categoria,Sin categoria,2012,4,1 ,1 - 6,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,732
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Construyendo relación familia-escuela: consideraciones a partir de intervención interdisciplinaria en el Colegio Bello Oriente en Medellín, Colombia",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2012,36, ,193 - 220,,"LAURA  LONDONO BERNAL, LUZ ANGELA RAMIREZ NIETO, LAURA VICTORIA LONDONO BERNAL",734
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Reflexiones críticas sobre las dinámicas del emprendimiento en la educación superior,Colombia,Revista De Investigaciones ,0121-067X,Sin categoria,Sin categoria,2012,19,N/A ,17 - 37,,OVIDIO HERRERA RIVERA,735
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Expresiones infantiles de agresividad en contextos educativos. Una interpretación desde la Psicología Dinámica y las relaciones familiares,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categoria,Sin categoria,2012,4,1 ,1 - 36,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,736
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Acompañamiento familiar durante el tratamiento de pacientes con diagnóstico de enfermedad mental,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categoria,Sin categoria,2012,5,1 ,56 - 71,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,737
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Cambios en familias que participan en organizaciones de población desplazada,Colombia,Katharsis ,0124-7816,Sin categoria,Sin categoria,2012,5,N/A ,85 - 105, http://dx.doi.org/10.25057/25005731.436,JOSE WILMAR PINO MONTOYA,738
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Familia, cohesión, consumo de sustancias psicoactivas (SPA) y del alcohol en jóvenes",Colombia,Katharsis ,0124-7816,Sin categoria,Sin categoria,2011,N/A,12 ,59 - 66,http://dx.doi.org/10.25057/25005731.154,FREDY ALEXANDER ROMERO GUZMAN,739
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,La constitución del campo de la educación física en Colombia en el periodo comprendido entre 1968 y 1991,Brasil,Recorde: Revista De Historia Do Esporte ,1982-8985,Sin categoria,Sin categoria,2011,4,2 ,1 - 23,,JESUS MARIA PINILLOS GARCIA,740
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Estilos de Afrontamiento y Vida Académica en Jóvenes Estudiantes de Secundaria,Colombia,Tipica: Boletin Electronico De Salud Escolar ,1900-5121,Sin categoria,Sin categoria,2011,7,1 ,26 - 33,N/A,FREDY ALEXANDER ROMERO GUZMAN,742
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Aproximación a los momentos metodológicos de una experiencia de investigación cualitativa. A propósito de los dilemas sobre el comienzo, el intermedio y el ¿final¿ del oficio investigativo",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2011,33,33 ,388 - 401,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,743
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Efectos de la mentalidad conquistadora,España,Revista Colombiana De Ciencias Sociales ,2216-1201,Sin categoria,Sin categoria,2011,2,1 ,1 - 11,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,744
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Agresividad en niños y niñas, una mirada desde la Psicología Dinámica",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2010,31,31 ,274 - 293,,LAURA VICTORIA LONDONO BERNAL,745
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Roles, patriarcado y dinámica interna familiar: reflexiones útiles para Latinoamérica",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2010,31,31 ,388 - 406,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,746
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Revisión (Survey),"Prácticas educativas parentales: autoridad familiar, incidencia en el comportamiento agresivo infantil",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2010,31,N/A ,253 - 273,10.17151/eleu.2018.18.4.,MONICA MARIA ALVAREZ GALLEGO,747
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sentidos de familia y desarrollo en el contexto del desplazamiento de los barrios ¿Moravia¿ y ¿Altos de la Virgen¿ de Medellín. Una perspectiva crítica,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,Sin categoria,Sin categoria,2010,30,30 ,388 - 406,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA,748
FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Línea de investigación Calidad de Vida,Colombia,Textos Y Argumentos ,1692-1135,Sin categoria,Sin categoria,2007,7,N/A ,1 - 65,,"ANGELA MARIA RESTREPO SUAZA, SANTIAGO ALBERTO MORALES MESA",749
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Desconexión moral y diferencias de género en víctimas del conflicto armado, infractores de la ley y escolares",Colombia,Revista Criminalidad ,1794-3108,B,Sin categoria,2021,63,1 ,39 - 60,,"ANYERSON STITHS GOMEZ TABARES, NICOLASA MARIA DURAN PALACIO",490
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,SITUACIÓN SOCIOPOLÍTICA DE LOS CAMPESINOS DEL ALTIPLANO DEL ORIENTE ANTIOQUEÑO,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,B,Sin categoria,2021,12,N/A ,193 - 217,10.21501/22161201.3420,"SONIA NATALIA COGOLLO OSPINA, NICOLASA MARIA DURAN PALACIO",494
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Pensamiento situado en ¿Recuperar la tierra para recuperarlo todo¿ en el pueblo originario Misak (Cauca), Colombia",Colombia,HiSTOReLo ,2145-132X,A2,Sin categoria,2021,13,26 ,14 - 36,10.15446/historelo.v13n26.83595,JOHN HARVY ARCIA GRAJALES,495
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Diagnósticos, atención y cuidado: relatos de madres de niños con Necesidades Educativas Especiales",Colombia,Revista Lasallista de Investigacion ,1794-4449,B,Q4,2020,17,2 ,194 - 208,10.22507/rli.v17n2a14,"MAGDA VICTORIA DIAZ ALZATE, NICOLASA MARIA DURAN PALACIO, DIEGO LEON AGUDELO CORDOBA",497
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,El diálogo como práctica colectiva para la reconciliación social,Colombia,El Ágora Usb ,1657-8031,B,Sin categoria,2020,20,2 ,204 - 218,10.21500/16578031.5140,"PAULA VANESSA SANCHEZ AGUDELO, NELVIA VICTORIA LUGO AGUDELO, CRISTIAN ALBERTO ROJAS GRANADA",506
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"ADOLESCENTES EN INTERNET, LA MEDIACIÓN ENTRE RIESGOS Y OPORTUNIDADES",Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,B,Sin categoria,2020,11,N/A ,153 - 180,10.21501/22161201.2979,"DORA LILIANA OSORIO TAMAYO, KATY LUZ MILLAN OTERO",516
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Hacia una explicación naturalizada del problema filosófico de las otras mentes,Colombia,Guillermo de Ockham ,2256-3202,C,Sin categoria,2019,17,2 ,61 - 70,10.21500/22563202.4269,"ANYERSON STITHS GOMEZ TABARES, JOSE FERNANDO OSPINA CARMONA, ANDRES FELIPE MICOLTA HENAO",519
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Adolescentes infractores y promoción de acciones prosociales: una tarea pendiente,Colombia,El Ágora Usb ,1657-8031,B,Sin categoria,2019,19,2 ,583 - 595,10.21500/16578031.3756,"ALEXANDER ELIECER GALVAN MOYA, NICOLASA MARIA DURAN PALACIO",521
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,PROSOCIALIDAD ESTADO ACTUAL DE LA INVESTIGACIÓN EN COLOMBIA,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,B,Sin categoria,2019,10,1 ,188 - 218,10.21501/22161201.3065,ANYERSON STITHS GOMEZ TABARES,526
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Conductas prosociales y su relación con la empatía y la autoeficacia para la regulación emocional en adolescentes desvinculados de grupos armados ilegales,Colombia,Revista Criminalidad ,1794-3108,B,Q3,2019,61,3 , 221 - 246,,ANYERSON STITHS GOMEZ TABARES,529
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Mens sana in corpore sano: incorporación de la higiene mental en la salud pública en la primera mitad del siglo XX en Colombia,Colombia,Historia Caribe ,0122-8803,C,Q3,2018,14,34 ,91 - 121,10.15648/hc.34.2019.3,JAIRO GUTIERREZ AVENDANO,531
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,La mirada de los adolescentes al modelo de habilidades para la vida,Colombia,"Revista Latinoamericana De Ciencias, Niñez Y Juventud. Convenio Universidad De Manizales Y Cinde ",2027-7679,B,Sin categoria,2018,16,N/A ,709 - 718,10.11600/1692715x.16205,"MAGDA VICTORIA DIAZ ALZATE, SANDRA ISABEL MEJIA ZAPATA",534
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,La restauración con sobrevivientes del conflicto armado en Colombia: una propuesta de acción psicosocial.,Colombia,Eleuthera ,2011-4532,C,Sin categoria,2018,19,N/A ,55 - 73,10.17151/eleu.2018.19.4,"PAULA VANESSA SANCHEZ AGUDELO, NELVIA VICTORIA LUGO AGUDELO, CRISTIAN ALBERTO ROJAS GRANADA",537
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Historiografía de la locura y de la psiquiatría en Colombia. De los médicos escritores a la perspectiva crítica, 1968 - 2018",Colombia,HiSTOReLo ,2145-132X,C,Q3,2018,10,21 ,285 - 318, http://dx.doi.org/10.15446/historelo.v11n21.65660,JAIRO GUTIERREZ AVENDANO,539
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,DE LA COSMOLOGÍA PEIRCEANA A LA EVOLUCIÓN SOCIAL. REFLEXIONES SOBRE EL AGAPISMO Y LOS HÁBITOS SOCIALES EN SENTIDO EVOLUTIVO,,Cuadernos De Filosofia Latinoamericana ,0120-8462,C,Sin categoria,2018,39,118 ,37 - 58,10.15332/10.15332/s0120-8462.2018.0118.02.,ANYERSON STITHS GOMEZ TABARES,540
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,La infancia Soñada: el niño en la perversión pedófila.,,Infancias Imágenes ,1657-9089,C,Sin categoria,2018,17,N/A ,209 - 218,10.14483/16579089.13272,HERWIN EDUARDO CARDONA QUITIAN,541
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Desarrollo de habilidades para la vida en la prevención del consumo de sustancias psicoactivas: un enfoque crítico al modelo existente,Colombia,El Ágora Usb ,1657-8031,B,Sin categoria,2018,18,1 ,204 - 211,10.21500/16578031.3450,"MAGDA VICTORIA DIAZ ALZATE, SANDRA ISABEL MEJIA ZAPATA",543
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Reconocimiento y Participación de nuevos agentes educativos en la Escuela: Auxiliares de la Educación.,Colombia,El Ágora Usb ,1657-8031,B,Sin categoria,2018,18,1 ,172 - 183,10.21500/16578031.3447,JOHN JAIRO GARCIA PENA,544
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Deserción universitaria: entre desvinculaciones institucionales y búsqueda de sentidos de vida,Colombia,"Revista Latinoamericana De Ciencias, Niñez Y Juventud. Convenio Universidad De Manizales Y Cinde ",2027-7679,B,Sin categoria,2018,16,1 ,331 - 344,10.11600/1692715x.16120,CAROLINA VALDES HENAO,545
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Aproximaciones epistemológicas y conceptuales de la conducta prosocial,Colombia,Zona Próxima ,2145-9444,B,Sin categoria,2017,27, ,1 - 21,10.14482/zp.27.10978,MARIA CRISTINA CORREA DUQUE,546
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Revisión (Survey),Educación a lo largo de la vida: aperturas y posibilidades en la educación superior,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,B,Sin categoria,2017,52,N/A ,119 - 142,,"DORA LILIANA OSORIO TAMAYO, HAMILTON FERNANDEZ VELEZ, OVIDIO HERRERA RIVERA",549
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Voces de exclusión, historias por completar",Colombia,Revista De Investigaciones ,0121-067X,C,Sin categoria,2017,17,N/A ,56 - 68,10.22383/ri.v17i29.88,CAROLINA VALDES HENAO,551
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Consistencia interna de la Escala EPB en jóvenes residentes en Medellín (Antioquia).,Colombia,Katharsis ,0124-7816,B,Sin categoria,2017,24,N/A ,73 - 90,,"JOHN JAIRO GARCIA PENA, CLAUDIA MARCELA ARANA MEDINA, JUAN CARLOS RESTREPO BOTERO",552
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"La referencialidad, redefinida desde el bienestar subjetivo y la socialización",Colombia,"Revista Latinoamericana De Ciencias, Niñez Y Juventud. Convenio Universidad De Manizales Y Cinde ",2027-7679,A2,Sin categoria,2017,15,2 ,1165 - 1177,DOI:10.11600/1692715x.1522525102016,"DORA LILIANA OSORIO TAMAYO, FARLEY JOHANNA CARDONA RODRIGUEZ, NORMAN DARIO MORENO CARMONA",553
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"La participación, la responsabilidad social y la vida en comunidad como ejes para abordar la intimidación escolar.",Colombia,Pensamiento Psicológico ,1657-8961,A1,Sin categoria,2017,15,"NA ",121 - 132,10.11144/Javerianacali.PPSI15-2.prsv,PAULA VANESSA SANCHEZ AGUDELO,554
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Revisión (Survey),Pluridiscursividad de la noción de vida cotidiana en las ciencias sociales,Colombia,Katharsis ,0124-7816,B,Sin categoria,2017,23, ,202 - 217,http://dx.doi.org/10.25057/25005731.872,KATY LUZ MILLAN OTERO,555
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,DIVERSIDAD FUNCIONAL Y BIENESTAR UNIVERSITARIO MÁS ALLÁ DE LA LEGISLACIÓN: DE LA UTOPÍA DE LAS LEYES A LA REALIDAD DE LA EDUCACIÓ...,Colombia,Revista de Psicologia ,2145-6569,B,Sin categoria,2017,8,1 ,154 - 165,,SANDRA ISABEL MEJIA ZAPATA,556
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"El papel de la identidad, la eficacia y las emociones positivas en las acciones colectivas de resistencia pacífica en contextos violentos",Colombia,Revista Latinoamericana de Psicologia ,0120-0534,A1,Q2,2017,49,N/A ,28 - 35,10.1016/j.rlp.2015.09.013,"MONICA ALZATE GARCIA, DIANA CAROLINA RICO REVELO, JOSE MANUEL SABUCEDO",557
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Recursos Psicosociales para la permanencia de los estudiantes de la Universidad de Antioquia.,Colombia,Revista De Psicología Universidad De Antioquia ,2145-4892,C,Sin categoria,2017,9,N/A ,123 - 128,10.17533/udea.rp.v9n2a08,HERWIN EDUARDO CARDONA QUITIAN,558
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,La fotografía como estrategia para contar historias del horror del conflicto colombiano,Colombia,Calle 14: Revista de Investigación en el Campo del Arte ,2011-3757,C,Sin categoria,2017,12,21 ,44 - 56,https://doi.org/10.14483/21450706.11899.,SONIA NATALIA COGOLLO OSPINA,559
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,"Ciudadanía movilizada: motivos, emociones y contextos",Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,A2,Sin categoria,2016,12,N/A ,167 - 181,,"MONICA ALZATE GARCIA, XIANA VILAS CASTRO, JOSE MANUEL SABUCEDO CAMESELLE",560
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Ordenes discursivos en torno a la reincidencia del adolescente infractor,Colombia,Diversitas : Perspectivas En Psicología ,1794-9998,A2,Sin categoria,2016,12,"NA ",259 - 273,,PAULA VANESSA SANCHEZ AGUDELO,561
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Deserción/Permanencia escolar: comprensiones vinculares entre la educación preliminar y la educación superior,Colombia,Revista De Investigaciones ,0121-067X,C,Sin categoria,2016,16,N/A ,166 - 176,,"CAROLINA VALDES HENAO, RODRIGO PELAEZ ALARCON",562
ESTUDIOS DE FENOMENOS PSICOSOCIALES,Artículos publicados,Publicado en revista especializada,Caracterización Psicosocial de Mujeres Adolescentes Recluidas por Conductas Delictivas en la ciudad de Medellín,Colombia,Revista De Psicología Universidad De Antioquia ,2256-1102,C,Sin categoria,2016,8,N/A ,9 - 22,,"MAGDA VICTORIA DIAZ ALZATE, WILSON ANDRES AMARILES VILLEGAS",564
